Reporting Date;Marketing Team;Marketing Program;# Prospects;# Marketing Qualified Prospects;# Demo Prospects;# Sales Qualified Opportunities;# Opportunities Won;$ Cost;# Impressions;# Clicks
09/12/2023;event;event;0;0;0;0;0;$0;0;0
09/12/2023;paid;paid_awareness;0;0;0;0;0;$0;0;0
08/12/2023;paid;abm;0;0;0;0;0;$2,871;6520;207
08/12/2023;paid;ooh;0;0;0;0;0;$0;0;0
08/12/2023;paid;paid_brand_search;13;0;16;31;2;$78,675;204150;13164
08/12/2023;paid;listicle_leadbuy_listing;19;0;18;9;0;$34,209;2472508;342
08/12/2023;event;event;11;0;5;9;0;$0;0;0
08/12/2023;lifecycle;customer_braze_communications;0;0;0;1.4;0;$0;0;0
08/12/2023;paid;paid_social;33;0;6;0;0;$110,950;4722943;24029
08/12/2023;paid;paid_awareness;0;0;0;0;0;$0;0;0
08/12/2023;paid;paid_other;0;0;0;0;0;$0;0;0
08/12/2023;paid;paid_sponsorship;4;0;0;0;0;$281;142935;38
08/12/2023;content;content;11;0;5;0;0;$0;0;0
08/12/2023;social;social;3;0;1;0;0;$0;0;0
08/12/2023;regional;regional;26;0;16;0;0;$0;0;0
08/12/2023;website;website;36;0;14;2;0;$0;0;0
08/12/2023;lifecycle;prospect_email;18;0;14;2;5.1;$0;0;0
08/12/2023;content;webinar;2;0;0;0;0;$0;0;0
08/12/2023;paid;paid_search;96;0;20;4;2.3;$78,032;323116;16960
07/12/2023;paid;paid_sponsorship;2;0;6;0;0;$277;43861;30
07/12/2023;paid;paid_search;100;0;24;4;0;$85,267;208204;10874
07/12/2023;content;content;45;0;24;0;0;$0;0;0
07/12/2023;website;website;69;0;48;0;0;$0;0;0
07/12/2023;paid;listicle_leadbuy_listing;15;0;30;9;3;$22,073;4234878;385
07/12/2023;paid;ooh;0;0;0;0;0;$0;0;0
07/12/2023;paid;paid_social;63;0;3;0;0;$119,184;14337978;42830
07/12/2023;regional;regional;20;0;1;0;2;$0;0;0
07/12/2023;event;event;696;0;24;0;0;$0;0;0
07/12/2023;paid;paid_brand_search;76;0;24;11;6;$64,410;175215;4775
07/12/2023;social;social;4;0;0;0;0;$0;0;0
07/12/2023;paid;paid_awareness;0;0;0;0;0;$0;0;0
07/12/2023;content;webinar;2;0;0;0;0;$0;0;0
07/12/2023;paid;abm;0;0;0;0;0;$3,096;19359;150
07/12/2023;lifecycle;customer_braze_communications;2;0;2;1;0;$0;0;0
07/12/2023;lifecycle;prospect_email;30;0;12;0;0;$0;0;0
07/12/2023;paid;paid_other;0;0;0;0;0;$0;0;0
06/12/2023;social;social;1;0;2;0;0;$0;0;0
06/12/2023;lifecycle;prospect_email;12;0;4;0;1;$0;0;0
06/12/2023;paid;paid_brand_search;87;0;44;18;3;$100,615;111258;9230
06/12/2023;event;event;10;0;18;0;0;$0;0;0
06/12/2023;website;website;50;0;34;0;0;$0;0;0
06/12/2023;paid;paid_search;28;0;60;9;0.5;$48,125;215613;35550
06/12/2023;paid;ooh;0;0;0;0;0;$0;0;0
06/12/2023;paid;paid_other;0;0;0;0;0;$0;0;0
06/12/2023;content;webinar;4;0;0;0;0;$0;0;0
06/12/2023;regional;regional;8;0;1;0;0;$19,074;0;0
06/12/2023;content;content;38;0;7;6;0;$0;0;0
06/12/2023;paid;paid_awareness;0;0;0;0;0;$0;0;0
06/12/2023;paid;paid_social;31;0;6;1;0;$186,172;4702766;61878
06/12/2023;paid;paid_sponsorship;6;0;1;0;0;$553;118110;117
06/12/2023;lifecycle;customer_braze_communications;0;0;6;1;0;$0;0;0
06/12/2023;paid;abm;0;0;0;0;0;$5,767;16956;118
06/12/2023;paid;listicle_leadbuy_listing;36;0;10;6;0;$26,777;2839894;1245
05/12/2023;website;website;70;0;30;0;0;$0;0;0
05/12/2023;paid;paid_awareness;0;0;0;0;0;$0;0;0
05/12/2023;regional;regional;66;0;6;2;0;$0;0;0
05/12/2023;social;social;3;0;0;0;0;$0;0;0
05/12/2023;paid;paid_sponsorship;6;0;0;0;0;$216;138708;42
05/12/2023;paid;paid_other;0;0;0;0;0;$0;0;0
05/12/2023;paid;paid_social;105;0;18;0;0;$65,330;5040733;59847
05/12/2023;lifecycle;customer_braze_communications;9;0;2;1.5;0;$0;0;0
05/12/2023;paid;listicle_leadbuy_listing;27;0;27;4.5;0.5;$22,269;2702708;395
05/12/2023;event;event;78;0;22;0;0.6;$0;0;0
05/12/2023;content;content;23;0;36;12;2;$0;0;0
05/12/2023;lifecycle;prospect_email;27;0;4;5;3;$0;0;0
05/12/2023;paid;paid_brand_search;37;0;81;10;6;$70,577;99828;5096
05/12/2023;paid;abm;0;0;0;0;0;$6,824;10995;72
05/12/2023;paid;paid_search;33;0;24;16;1;$47,257;195110;35031
05/12/2023;content;webinar;4;0;1;0;0;$0;0;0
05/12/2023;paid;ooh;0;0;0;0;0;$0;0;0
04/12/2023;lifecycle;customer_braze_communications;0;0;0;0.6;0;$0;0;0
04/12/2023;lifecycle;prospect_email;14;0;18;2;0;$0;0;0
04/12/2023;event;event;54;0;22;0;1;$3,179;0;0
04/12/2023;website;website;90;0;48;0;0;$0;0;0
04/12/2023;content;webinar;6;0;4;1;0;$0;0;0
04/12/2023;paid;paid_social;99;0;27;3;0;$64,097;9890974;20371
04/12/2023;paid;paid_brand_search;74;0;25;25.4;3;$99,957;51660;10198
04/12/2023;paid;paid_other;0;0;0;0;0;$0;0;0
04/12/2023;content;content;24;0;12;1;0;$0;0;0
04/12/2023;paid;ooh;0;0;0;0;0;$0;0;0
04/12/2023;paid;abm;3;0;0;0;0;$4,219;11052;31
04/12/2023;social;social;0;0;1;0;0;$0;0;0
04/12/2023;paid;paid_sponsorship;4;0;0;0;0;$126;87726;28
04/12/2023;paid;paid_awareness;0;0;0;0;0;$0;0;0
04/12/2023;regional;regional;24;0;8;0;0;$0;0;0
04/12/2023;paid;paid_search;38;0;22;4;6;$91,794;356662;11306
04/12/2023;paid;listicle_leadbuy_listing;27;0;30;1;3;$21,126;3686364;366
03/12/2023;website;website;10;0;0;0;0;$0;0;0
03/12/2023;paid;paid_sponsorship;9;0;0;0;0;$286;47616;66
03/12/2023;regional;regional;3;0;0;0;0;$0;0;0
03/12/2023;event;event;3;0;0;0;0;$0;0;0
03/12/2023;content;webinar;0;0;0;0;0;$0;0;0
03/12/2023;paid;paid_awareness;0;0;0;0;0;$0;0;0
03/12/2023;paid;ooh;0;0;0;0;0;$0;0;0
03/12/2023;content;content;12;0;0;0;0;$0;0;0
03/12/2023;paid;listicle_leadbuy_listing;3;0;3;1.5;0;$26,882;1044139;217
03/12/2023;paid;paid_social;60;0;1;0;0;$76,229;3195967;34666
03/12/2023;paid;paid_other;0;0;0;0;0;$0;0;0
03/12/2023;social;social;0;0;0;0;0;$0;0;0
03/12/2023;lifecycle;customer_braze_communications;0;0;0;0;0;$0;0;0
03/12/2023;paid;abm;1;0;0;0;0;$2,794;2151;22
03/12/2023;lifecycle;prospect_email;4;0;0;0;0;$0;0;0
03/12/2023;paid;paid_search;22;0;0;0;0;$59,382;199214;11644
03/12/2023;paid;paid_brand_search;8;0;2;0;0;$24,982;39168;3222
02/12/2023;regional;regional;0;0;0;0;0;$0;0;0
02/12/2023;paid;abm;0;0;0;0;0;$3,249;4282;19
02/12/2023;paid;paid_search;18;0;4;0;0;$17,303;149960;6428
02/12/2023;paid;paid_awareness;0;0;0;0;0;$0;0;0
02/12/2023;website;website;9;0;4;0;0;$0;0;0
02/12/2023;paid;paid_other;0;0;0;0;0;$0;0;0
02/12/2023;paid;ooh;0;0;0;0;0;$0;0;0
02/12/2023;lifecycle;customer_braze_communications;0;0;0;0;0;$0;0;0
02/12/2023;content;webinar;0;0;0;0;0;$0;0;0
02/12/2023;lifecycle;prospect_email;6;0;0;0;0;$0;0;0
02/12/2023;paid;listicle_leadbuy_listing;9;0;4;0;0;$22,126;1037369;426
02/12/2023;paid;paid_brand_search;9;0;3;0;0;$16,556;42201;5088
02/12/2023;paid;paid_social;12;0;0;0;0;$69,483;3502378;11829
02/12/2023;social;social;0;0;0;0;0;$0;0;0
02/12/2023;content;content;2;0;0;0;0;$0;0;0
02/12/2023;paid;paid_sponsorship;0;0;0;0;0;$296;29187;40
02/12/2023;event;event;0;0;0;0;0;$0;0;0
01/12/2023;paid;paid_social;32;0;3;0;0;$176,811;3878680;30798
01/12/2023;paid;paid_brand_search;22;0;54;10.5;2;$44,859;80776;8956
01/12/2023;lifecycle;prospect_email;6;0;8;2;3;$0;0;0
01/12/2023;paid;paid_awareness;0;0;0;0;0;$0;0;0
01/12/2023;event;event;81;0;12;3;1;$7,153;0;0
01/12/2023;regional;regional;26;0;6;0;0;$0;0;0
01/12/2023;content;webinar;4;0;1;0;0;$0;0;0
01/12/2023;content;content;60;0;14;0;0;$0;0;0
01/12/2023;paid;ooh;0;0;0;0;0;$0;0;0
01/12/2023;paid;abm;0;0;0;0;0;$4,457;3872;23
01/12/2023;social;social;0;0;0;0;0;$0;0;0
01/12/2023;paid;paid_search;117;0;87;18;0;$32,505;140687;24375
01/12/2023;paid;paid_sponsorship;9;0;0;0;0;$219;24102;16
01/12/2023;lifecycle;customer_braze_communications;0;0;2;0;0;$0;0;0
01/12/2023;website;website;20;0;45;0;0;$0;0;0
01/12/2023;paid;listicle_leadbuy_listing;7;0;6;0;0;$55,462;3707856;578
01/12/2023;paid;paid_other;0;0;0;0;0;$0;0;0
30/11/2023;website;website;84;0;44;2;2;$0;0;0
30/11/2023;paid;paid_social;54;0;1;9;0.7;$94,914;5860590;64554
30/11/2023;content;content;44;0;14;2;2.6;$0;0;0
30/11/2023;paid;paid_awareness;0;0;0;0;0;$0;0;0
30/11/2023;paid;listicle_leadbuy_listing;32;0;20;13;3;$65,505;1059049;1359
30/11/2023;paid;abm;6;0;0;0;0;$4,905;12756;47
30/11/2023;event;event;488;0;9;6.5;0;$0;0;0
30/11/2023;paid;paid_sponsorship;45;0;0;0;0;$6,333;269164;1380
30/11/2023;lifecycle;prospect_email;10;0;8;0.5;1.3;$0;0;0
30/11/2023;social;social;0;0;3;0;0;$0;0;0
30/11/2023;paid;paid_brand_search;36;0;87;76.5;21.6;$61,634;42774;4392
30/11/2023;lifecycle;customer_braze_communications;2;0;2;0;0;$0;0;0
30/11/2023;paid;ooh;0;0;0;0;0;$0;0;0
30/11/2023;regional;regional;15;0;9;0;1;$0;0;0
30/11/2023;paid;paid_other;0;0;0;0;0;$0;0;0
30/11/2023;paid;paid_search;94;0;48;54;6;$133,213;358646;28665
30/11/2023;content;webinar;2;0;0;0;0;$0;0;0
29/11/2023;content;webinar;2;0;0;0;0;$0;0;0
29/11/2023;regional;regional;64;0;7;2;0;$0;0;0
29/11/2023;paid;paid_brand_search;64;0;26;20;6;$102,656;95040;9648
29/11/2023;lifecycle;customer_braze_communications;9;0;9;0;0;$0;0;0
29/11/2023;paid;paid_awareness;0;0;0;0;0;$0;0;0
29/11/2023;paid;abm;2;0;0;0;0;$2,186;7856;132
29/11/2023;event;event;840;0;9;6;0;$0;0;0
29/11/2023;paid;ooh;0;0;0;0;0;$0;0;0
29/11/2023;paid;paid_search;156;0;57;21;6;$92,410;643710;12211
29/11/2023;paid;listicle_leadbuy_listing;30;0;15;12;0;$21,194;2680370;916
29/11/2023;content;content;48;0;27;3;1;$0;0;0
29/11/2023;paid;paid_other;0;0;0;0;0;$0;0;0
29/11/2023;paid;paid_social;27;0;8;0;0;$132,431;14276805;19890
29/11/2023;lifecycle;prospect_email;34;0;5;12;0;$0;0;0
29/11/2023;social;social;8;0;0;0;0;$0;0;0
29/11/2023;website;website;114;0;57;3;0;$0;0;0
29/11/2023;paid;paid_sponsorship;2;0;2;0;0;$181;30565;18
28/11/2023;paid;paid_awareness;0;0;0;0;0;$0;0;0
28/11/2023;paid;paid_brand_search;117;0;23;24;15;$74,211;47223;5107
28/11/2023;lifecycle;customer_braze_communications;12;0;2;0;0;$0;0;0
28/11/2023;paid;paid_social;48;0;15;4;0;$115,477;8453680;16071
28/11/2023;paid;abm;4;0;0;0;0;$6,800;7600;68
28/11/2023;paid;ooh;0;0;0;0;0;$0;0;0
28/11/2023;website;website;35;0;12;0;0;$0;0;0
28/11/2023;content;webinar;2;0;0;0;0;$0;0;0
28/11/2023;lifecycle;prospect_email;18;0;18;9;3;$0;0;0
28/11/2023;paid;paid_search;56;0;24;17.5;4.6;$50,465;737238;38844
28/11/2023;paid;paid_other;0;0;0;0;0;$0;0;0
28/11/2023;paid;listicle_leadbuy_listing;14;0;18;7.5;1;$18,753;1322421;1221
28/11/2023;paid;paid_sponsorship;0;0;0;0;1;$715;182067;94
28/11/2023;regional;regional;132;0;2;0;0;$19,074;0;0
28/11/2023;social;social;2;0;4;0;0;$0;0;0
28/11/2023;content;content;60;0;20;9;1.8;$0;0;0
28/11/2023;event;event;564;0;42;0;0;$0;0;0
27/11/2023;paid;paid_awareness;0;0;0;0;0;$0;0;0
27/11/2023;regional;regional;27;0;20;0;1;$0;0;0
27/11/2023;content;webinar;2;0;0;2;0;$0;0;0
27/11/2023;paid;paid_brand_search;78;0;30;10;18;$69,296;93342;10110
27/11/2023;event;event;138;0;12;6;0;$0;0;0
27/11/2023;lifecycle;customer_braze_communications;3;0;9;0;0;$0;0;0
27/11/2023;lifecycle;prospect_email;26;0;7;5;1;$0;0;0
27/11/2023;social;social;8;0;3;0;0;$0;0;0
27/11/2023;paid;paid_search;43;0;27;12;6;$142,082;876726;21602
27/11/2023;content;content;22;0;12;0;2.7;$0;0;0
27/11/2023;paid;abm;2;0;0;0;0;$6,290;11373;50
27/11/2023;paid;ooh;0;0;0;0;0;$0;0;0
27/11/2023;website;website;34;0;15;0;0;$0;0;0
27/11/2023;paid;paid_social;52;0;14;4;0;$154,175;3439098;24166
27/11/2023;paid;listicle_leadbuy_listing;42;0;24;6;0;$19,708;1094168;1260
27/11/2023;paid;paid_other;0;0;0;0;0;$0;0;0
27/11/2023;paid;paid_sponsorship;12;0;0;0;0;$243;90706;96
26/11/2023;website;website;2;0;0;0;0;$0;0;0
26/11/2023;paid;paid_social;45;0;0;0;1.5;$48,690;5612742;14174
26/11/2023;paid;listicle_leadbuy_listing;5;0;0;0;0;$18,921;847796;253
26/11/2023;paid;paid_search;33;0;0;0;0;$46,308;559425;7555
26/11/2023;lifecycle;prospect_email;4;0;0;0;0;$0;0;0
26/11/2023;social;social;1;0;0;0;0;$0;0;0
26/11/2023;paid;paid_brand_search;16;0;2;0;0;$28,702;32700;3104
26/11/2023;lifecycle;customer_braze_communications;0;0;0;0;0;$0;0;0
26/11/2023;event;event;6;0;0;0;0;$214,583;0;0
26/11/2023;content;webinar;0;0;0;0;0;$0;0;0
26/11/2023;paid;ooh;0;0;0;0;0;$0;0;0
26/11/2023;regional;regional;0;0;0;0;0;$0;0;0
26/11/2023;content;content;2;0;0;0;0;$0;0;0
26/11/2023;paid;paid_sponsorship;3;0;0;0;0;$151;65650;93
26/11/2023;paid;paid_awareness;0;0;0;0;0;$0;0;0
26/11/2023;paid;paid_other;0;0;0;0;0;$0;0;0
26/11/2023;paid;abm;3;0;0;0;0;$3,030;4130;32
25/11/2023;paid;abm;0;0;0;0;0;$5,765;2370;33
25/11/2023;paid;listicle_leadbuy_listing;4;0;0;0;0;$9,240;953806;224
25/11/2023;paid;paid_sponsorship;0;0;0;0;0;$391;40401;52
25/11/2023;website;website;27;0;0;0;0;$0;0;0
25/11/2023;social;social;1;0;0;0;0;$0;0;0
25/11/2023;paid;ooh;0;0;0;0;0;$0;0;0
25/11/2023;lifecycle;customer_braze_communications;0;0;0;0;0;$0;0;0
25/11/2023;regional;regional;1;0;0;0;0;$0;0;0
25/11/2023;content;webinar;1;0;0;0;0;$0;0;0
25/11/2023;paid;paid_awareness;0;0;0;0;0;$0;0;0
25/11/2023;paid;paid_search;15;0;0;0;0;$20,915;164824;5614
25/11/2023;lifecycle;prospect_email;6;0;0;0;0;$0;0;0
25/11/2023;paid;paid_brand_search;18;0;0;0;0;$8,537;33672;4782
25/11/2023;event;event;0;0;0;0;0;$0;0;0
25/11/2023;paid;paid_other;0;0;0;0;0;$0;0;0
25/11/2023;content;content;6;0;0;0;0;$0;0;0
25/11/2023;paid;paid_social;9;0;0;0;0;$61,967;967775;12912
24/11/2023;paid;abm;0;0;0;0;0;$4,943;3281;41
24/11/2023;paid;ooh;0;0;0;0;0;$0;0;0
24/11/2023;lifecycle;prospect_email;6;0;12;0;0;$0;0;0
24/11/2023;paid;paid_social;17;0;14;2;0;$55,518;2815043;11572
24/11/2023;event;event;468;0;24;3;0;$0;0;0
24/11/2023;paid;paid_search;27;0;54;6;4;$73,721;258209;9167
24/11/2023;paid;paid_brand_search;54;0;42;30;0;$48,165;70260;3853
24/11/2023;regional;regional;22;0;12;3;0;$0;0;0
24/11/2023;social;social;0;0;0;3;0;$0;0;0
24/11/2023;lifecycle;customer_braze_communications;2;0;1;0;0;$0;0;0
24/11/2023;paid;listicle_leadbuy_listing;12;0;12;0;0;$22,870;1300012;594
24/11/2023;paid;paid_awareness;0;0;0;0;0;$0;0;0
24/11/2023;website;website;42;0;39;0;0;$0;0;0
24/11/2023;content;content;11;0;9;0;1;$0;0;0
24/11/2023;paid;paid_other;0;0;0;0;0;$0;0;0
24/11/2023;content;webinar;0;0;6;1;0;$0;0;0
24/11/2023;paid;paid_sponsorship;2;0;0;0;0;$687;173100;90
23/11/2023;paid;ooh;0;0;0;0;0;$0;0;0
23/11/2023;website;website;66;0;18;0.5;0;$0;0;0
23/11/2023;lifecycle;prospect_email;51;0;24;2;0;$0;0;0
23/11/2023;paid;paid_search;75;0;26;6;1;$81,993;479136;9635
23/11/2023;paid;paid_other;0;0;0;0;0;$0;0;0
23/11/2023;social;social;2;0;0;0;0;$0;0;0
23/11/2023;paid;paid_social;62;0;9;2;0;$69,598;6186190;24386
23/11/2023;paid;paid_sponsorship;0;0;0;0;0;$537;176988;53
23/11/2023;paid;paid_brand_search;75;0;57;28;2;$27,692;33565;3978
23/11/2023;lifecycle;customer_braze_communications;0;0;0;0;0;$0;0;0
23/11/2023;paid;paid_awareness;0;0;0;0;0;$0;0;0
23/11/2023;content;webinar;0;0;0;0;0;$0;0;0
23/11/2023;event;event;91;0;5;0;3;$0;0;0
23/11/2023;paid;abm;3;0;0;0;0;$6,523;10071;93
23/11/2023;content;content;16;0;33;2.5;0;$0;0;0
23/11/2023;regional;regional;26;0;15;0;0;$26,227;0;0
23/11/2023;paid;listicle_leadbuy_listing;14;0;24;5;0;$17,481;2138601;885
22/11/2023;content;webinar;2;0;2;0;0;$0;0;0
22/11/2023;paid;paid_brand_search;72;0;90;11;1;$32,059;97143;12168
22/11/2023;paid;abm;0;0;0;0;0;$2,306;3892;24
22/11/2023;social;social;0;0;1;0;0;$0;0;0
22/11/2023;paid;paid_other;0;0;0;0;0;$0;0;0
22/11/2023;event;event;18;0;24;0;0;$0;0;0
22/11/2023;paid;paid_search;66;0;38;10;0;$96,877;791226;9806
22/11/2023;lifecycle;customer_braze_communications;3;0;6;0;0;$0;0;0
22/11/2023;lifecycle;prospect_email;11;0;5;4;0;$0;0;0
22/11/2023;website;website;33;0;24;3;3;$0;0;0
22/11/2023;content;content;30;0;24;0;0;$0;0;0
22/11/2023;paid;ooh;0;0;0;0;0;$0;0;0
22/11/2023;paid;paid_social;36;0;7;3;0;$195,809;13214988;37592
22/11/2023;paid;paid_sponsorship;8;0;0;0;0;$272;314466;162
22/11/2023;paid;listicle_leadbuy_listing;30;0;11;8;0;$22,347;1015297;760
22/11/2023;regional;regional;14;0;7;2;0;$47,685;0;0
22/11/2023;paid;paid_awareness;0;0;0;0;0;$0;0;0
21/11/2023;regional;regional;51;0;7;4;0;$0;0;0
21/11/2023;paid;paid_sponsorship;1;0;0;0;0;$572;668748;57
21/11/2023;lifecycle;customer_braze_communications;2;0;4;0;0;$0;0;0
21/11/2023;paid;paid_awareness;0;0;0;0;0;$0;0;0
21/11/2023;paid;paid_other;0;0;0;0;0;$0;0;0
21/11/2023;content;webinar;3;0;0;0;0;$0;0;0
21/11/2023;social;social;2;0;3;0;0;$0;0;0
21/11/2023;event;event;45;0;13;0;0;$0;0;0
21/11/2023;paid;abm;0;0;0;0;0;$4,133;3137;26
21/11/2023;lifecycle;prospect_email;15;0;15;3;0;$0;0;0
21/11/2023;content;content;46;0;6;3.5;0;$0;0;0
21/11/2023;paid;paid_search;104;0;26;9;0;$162,596;343357;31971
21/11/2023;website;website;28;0;18;1;0;$0;0;0
21/11/2023;paid;paid_brand_search;34;0;21;6;2;$63,879;118641;8588
21/11/2023;paid;listicle_leadbuy_listing;34;0;11;1;0;$24,734;4187733;397
21/11/2023;paid;paid_social;64;0;10;2;1;$204,077;5137060;23559
21/11/2023;paid;ooh;0;0;0;0;0;$0;0;0
20/11/2023;lifecycle;customer_braze_communications;0;0;0;0;0;$0;0;0
20/11/2023;regional;regional;24;0;2;0;0;$0;0;0
20/11/2023;event;event;48;0;12;4.5;3;$0;0;0
20/11/2023;paid;paid_awareness;0;0;0;0;0;$0;0;0
20/11/2023;content;webinar;12;0;3;2;0;$0;0;0
20/11/2023;paid;paid_sponsorship;34;0;0;0;0;$6,236;108252;1785
20/11/2023;website;website;24;0;45;0;1;$0;0;0
20/11/2023;paid;paid_social;117;0;12;6;1;$133,038;16327038;62376
20/11/2023;paid;paid_search;129;0;25;21;6;$111,472;1024359;34326
20/11/2023;paid;paid_other;0;0;0;0;0;$0;0;0
20/11/2023;paid;paid_brand_search;26;0;69;9;6;$62,833;115731;4426
20/11/2023;social;social;1;0;0;0;0;$0;0;0
20/11/2023;paid;ooh;0;0;0;0;0;$0;0;0
20/11/2023;paid;abm;0;0;0;0;0;$3,964;11928;138
20/11/2023;content;content;21;0;14;0;0;$0;0;0
20/11/2023;paid;listicle_leadbuy_listing;12;0;18;0;3;$64,551;2720532;826
20/11/2023;lifecycle;prospect_email;16;0;7;1;0;$0;0;0
19/11/2023;lifecycle;prospect_email;2;0;0;0;0;$0;0;0
19/11/2023;paid;paid_search;7;0;2;1;0;$28,156;149093;19740
19/11/2023;social;social;0;0;0;0;0;$0;0;0
19/11/2023;paid;ooh;0;0;0;0;0;$0;0;0
19/11/2023;lifecycle;customer_braze_communications;0;0;0;0;0;$0;0;0
19/11/2023;event;event;4;0;0;0;0;$0;0;0
19/11/2023;paid;paid_sponsorship;0;0;0;0;0;$0;0;0
19/11/2023;paid;paid_other;0;0;0;0;0;$0;0;0
19/11/2023;paid;paid_brand_search;15;0;2;9;0;$10,227;12870;1659
19/11/2023;website;website;12;0;0;0;0;$0;0;0
19/11/2023;paid;abm;0;0;0;0;0;$2,337;4952;56
19/11/2023;content;content;3;0;0;3;0;$0;0;0
19/11/2023;content;webinar;0;0;0;0;0;$0;0;0
19/11/2023;regional;regional;1;0;0;0;0;$0;0;0
19/11/2023;paid;listicle_leadbuy_listing;4;0;0;2;0;$38,057;1878972;245
19/11/2023;paid;paid_social;21;0;0;0;0;$43,665;11278203;50508
19/11/2023;paid;paid_awareness;0;0;0;0;0;$0;0;0
18/11/2023;content;webinar;0;0;0;0;0;$0;0;0
18/11/2023;lifecycle;prospect_email;3;0;6;0;0;$0;0;0
18/11/2023;social;social;0;0;0;0;0;$0;0;0
18/11/2023;paid;listicle_leadbuy_listing;3;0;0;0;0;$21,430;1041215;675
18/11/2023;paid;paid_sponsorship;0;0;0;0;0;$0;0;0
18/11/2023;regional;regional;0;0;2;0;0;$68,349;0;0
18/11/2023;lifecycle;customer_braze_communications;0;0;0;0;0;$0;0;0
18/11/2023;paid;paid_social;15;0;3;0;0;$77,040;2430360;33948
18/11/2023;event;event;3;0;0;0;0;$0;0;0
18/11/2023;website;website;10;0;0;0;0;$0;0;0
18/11/2023;paid;paid_other;0;0;0;0;0;$0;0;0
18/11/2023;paid;abm;0;0;0;0;0;$2,686;5589;12
18/11/2023;paid;paid_search;14;0;0;0;0;$52,244;440472;16281
18/11/2023;content;content;6;0;0;0;0;$0;0;0
18/11/2023;paid;ooh;0;0;0;0;0;$0;0;0
18/11/2023;paid;paid_brand_search;24;0;0;0;0;$14,407;37230;1529
18/11/2023;paid;paid_awareness;0;0;0;0;0;$0;0;0
17/11/2023;event;event;378;0;28;1;0;$0;0;0
17/11/2023;lifecycle;prospect_email;18;0;10;0.7;0;$0;0;0
17/11/2023;paid;paid_sponsorship;4;0;2;0;0;$7,153;1199;9
17/11/2023;paid;paid_brand_search;72;0;23;10;4;$48,365;77952;3172
17/11/2023;content;content;40;0;4;2;0.6;$0;0;0
17/11/2023;website;website;21;0;60;0;3;$0;0;0
17/11/2023;paid;ooh;0;0;0;0;0;$0;0;0
17/11/2023;regional;regional;33;0;24;0;0;$0;0;0
17/11/2023;paid;paid_awareness;0;0;0;0;0;$0;0;0
17/11/2023;paid;abm;0;0;0;0;0;$3,719;11892;87
17/11/2023;paid;paid_other;0;0;0;0;0;$0;0;0
17/11/2023;lifecycle;customer_braze_communications;1;0;6;0;0;$0;0;0
17/11/2023;content;webinar;1;0;6;0;2;$0;0;0
17/11/2023;paid;listicle_leadbuy_listing;8;0;21;3;2;$59,039;2475752;975
17/11/2023;social;social;1;0;3;0;0;$0;0;0
17/11/2023;paid;paid_search;44;0;42;11.3;2.1;$159,692;728220;26544
17/11/2023;paid;paid_social;72;0;6;3;0;$199,438;10650836;48786
16/11/2023;paid;paid_sponsorship;28;0;0;2;0;$12,327;11787;612
16/11/2023;event;event;54;0;12;0;0;$47,685;0;0
16/11/2023;paid;abm;0;0;0;0;0;$6,027;3673;28
16/11/2023;paid;ooh;0;0;0;0;0;$0;0;0
16/11/2023;content;webinar;2;0;2;2;0;$0;0;0
16/11/2023;social;social;3;0;4;0;0;$0;0;0
16/11/2023;paid;listicle_leadbuy_listing;24;0;6;2;0;$26,050;3895911;1392
16/11/2023;paid;paid_other;0;0;0;0;0;$0;0;0
16/11/2023;lifecycle;prospect_email;20;0;16;1;3;$0;0;0
16/11/2023;content;content;66;0;18;0;2;$0;0;0
16/11/2023;regional;regional;24;0;12;2;0;$0;0;0
16/11/2023;paid;paid_search;108;0;66;17.4;0;$130,043;245119;19438
16/11/2023;paid;paid_awareness;0;0;0;0;0;$0;0;0
16/11/2023;paid;paid_social;93;0;9;0;6;$127,309;10293010;20632
16/11/2023;lifecycle;customer_braze_communications;9;0;6;0;0;$0;0;0
16/11/2023;website;website;42;0;57;0;2;$0;0;0
16/11/2023;paid;paid_brand_search;105;0;72;30.9;0;$81,785;24112;7070
15/11/2023;event;event;27;0;45;0;0;$0;0;0
15/11/2023;paid;paid_other;0;0;0;0;0;$0;0;0
15/11/2023;paid;paid_awareness;0;0;0;0;0;$0;0;0
15/11/2023;social;social;6;0;0;0;0;$0;0;0
15/11/2023;paid;paid_sponsorship;33;0;0;0;0;$4,662;4567;1242
15/11/2023;paid;paid_brand_search;93;0;52;24;7.5;$91,770;26676;11829
15/11/2023;paid;abm;0;0;0;0;0;$6,275;16809;78
15/11/2023;paid;ooh;0;0;0;0;0;$0;0;0
15/11/2023;paid;listicle_leadbuy_listing;30;0;20;2.5;3;$19,130;3150837;746
15/11/2023;content;content;13;0;18;1;0;$0;0;0
15/11/2023;lifecycle;prospect_email;24;0;6;0;0.5;$0;0;0
15/11/2023;content;webinar;2;0;8;1;0;$0;0;0
15/11/2023;lifecycle;customer_braze_communications;9;0;3;0;0;$0;0;0
15/11/2023;paid;paid_social;114;0;9;0;1;$123,717;14688786;19654
15/11/2023;website;website;56;0;36;0;0;$0;0;0
15/11/2023;paid;paid_search;63;0;57;9;8;$68,957;492008;10522
15/11/2023;regional;regional;33;0;2;4;0;$33,380;0;0
14/11/2023;paid;paid_sponsorship;39;0;0;0;0;$19,904;10198;449
